label,region,treatment
Tomato_Leaf_Mold,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Septoria_leaf_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Spider_mites_Two_spotted_spider_mite,Iran,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Oman,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,India,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Iran,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Oman,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,India,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Iran,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Oman,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,India,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Iran,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Oman,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,India,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Iran,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Oman,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,India,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Iran,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Oman,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,India,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
